"","X.2","X.1","X","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","name","minute"
"779",779,779,779,"Golden State Warriors","3/29/17",2016,3,5,52,"shot_yes","Jump Shot","3PT Field Goal",25,"San Antonio Spurs",194,165,"Stephen Curry",31
"780",780,780,780,"Golden State Warriors","3/29/17",2016,3,7,34,"shot_yes","Jump Shot","3PT Field Goal",25,"San Antonio Spurs",197,165,"Stephen Curry",29
"781",781,781,781,"Golden State Warriors","2/4/17",2016,1,2,41,"shot_yes","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-171,193,"Stephen Curry",10
"782",782,782,782,"Golden State Warriors","2/4/17",2016,1,11,4,"shot_no","Jump Shot","2PT Field Goal",20,"Sacramento Kings",2,203,"Stephen Curry",1
"783",783,783,783,"Golden State Warriors","2/4/17",2016,1,8,25,"shot_no","Jump Shot","3PT Field Goal",26,"Sacramento Kings",-76,252,"Stephen Curry",4
"784",784,784,784,"Golden State Warriors","2/4/17",2016,4,1,30,"shot_no","Jump Shot","3PT Field Goal",26,"Sacramento Kings",187,188,"Stephen Curry",47
"785",785,785,785,"Golden State Warriors","2/4/17",2016,4,0,16,"shot_no","Jump Shot","3PT Field Goal",27,"Sacramento Kings",-27,277,"Stephen Curry",48
"786",786,786,786,"Golden State Warriors","2/4/17",2016,3,0,0,"shot_yes","Jump Shot","3PT Field Goal",29,"Sacramento Kings",135,267,"Stephen Curry",36
"787",787,787,787,"Golden State Warriors","2/4/17",2016,2,0,0,"shot_no","Jump Shot","3PT Field Goal",26,"Sacramento Kings",1,267,"Stephen Curry",24
"788",788,788,788,"Golden State Warriors","2/4/17",2016,1,0,18,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",94,232,"Stephen Curry",12
"789",789,789,789,"Golden State Warriors","2/4/17",2016,4,6,1,"shot_no","Jump Shot","3PT Field Goal",26,"Sacramento Kings",-140,224,"Stephen Curry",42
"790",790,790,790,"Golden State Warriors","2/4/17",2016,3,3,17,"shot_yes","Jump Shot","3PT Field Goal",26,"Sacramento Kings",120,237,"Stephen Curry",33
"791",791,791,791,"Golden State Warriors","2/4/17",2016,1,1,5,"shot_yes","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-212,141,"Stephen Curry",11
"792",792,792,792,"Golden State Warriors","2/4/17",2016,4,3,38,"shot_yes","Jump Shot","3PT Field Goal",25,"Sacramento Kings",222,115,"Stephen Curry",45
"793",793,793,793,"Golden State Warriors","2/10/17",2016,2,2,44,"shot_yes","Jump Shot","3PT Field Goal",23,"Memphis Grizzlies",-232,11,"Stephen Curry",22
"794",794,794,794,"Golden State Warriors","2/15/17",2016,2,2,43,"shot_no","Jump Shot","3PT Field Goal",29,"Sacramento Kings",109,272,"Stephen Curry",22
"795",795,795,795,"Golden State Warriors","2/15/17",2016,1,3,7,"shot_no","Jump Shot","3PT Field Goal",24,"Sacramento Kings",0,242,"Stephen Curry",9
"796",796,796,796,"Golden State Warriors","2/15/17",2016,1,2,18,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",155,208,"Stephen Curry",10
"797",797,797,797,"Golden State Warriors","2/15/17",2016,1,7,25,"shot_no","Jump Shot","2PT Field Goal",17,"Sacramento Kings",94,149,"Stephen Curry",5
"798",798,798,798,"Golden State Warriors","2/15/17",2016,1,10,23,"shot_no","Jump Shot","2PT Field Goal",7,"Sacramento Kings",-37,70,"Stephen Curry",2
"799",799,799,799,"Golden State Warriors","2/15/17",2016,3,0,32,"shot_no","Jump Shot","3PT Field Goal",28,"Sacramento Kings",-30,287,"Stephen Curry",36
"800",800,800,800,"Golden State Warriors","2/15/17",2016,2,0,0,"shot_no","Jump Shot","3PT Field Goal",29,"Sacramento Kings",133,262,"Stephen Curry",24
"801",801,801,801,"Golden State Warriors","2/15/17",2016,2,3,44,"shot_yes","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-192,170,"Stephen Curry",21
"802",802,802,802,"Golden State Warriors","2/10/17",2016,1,4,47,"shot_no","Jump Shot","2PT Field Goal",20,"Memphis Grizzlies",112,175,"Stephen Curry",8
"803",803,803,803,"Golden State Warriors","2/10/17",2016,2,4,0,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",94,239,"Stephen Curry",20
"804",804,804,804,"Golden State Warriors","2/10/17",2016,1,1,7,"shot_yes","Jump Shot","3PT Field Goal",23,"Memphis Grizzlies",230,-16,"Stephen Curry",11
"805",805,805,805,"Golden State Warriors","2/10/17",2016,1,4,21,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",-99,237,"Stephen Curry",8
"806",806,806,806,"Golden State Warriors","2/10/17",2016,1,0,48,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",63,242,"Stephen Curry",12
"807",807,807,807,"Golden State Warriors","2/10/17",2016,1,9,12,"shot_no","Jump Shot","2PT Field Goal",20,"Memphis Grizzlies",153,139,"Stephen Curry",3
"808",808,808,808,"Golden State Warriors","3/31/17",2016,3,2,40,"shot_yes","Jump Shot","3PT Field Goal",25,"Houston Rockets",207,144,"Stephen Curry",34
"809",809,809,809,"Golden State Warriors","3/18/17",2016,1,1,32,"shot_no","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",120,228,"Stephen Curry",11
"810",810,810,810,"Golden State Warriors","3/24/17",2016,3,0,49,"shot_no","Jump Shot","2PT Field Goal",20,"Sacramento Kings",-201,11,"Stephen Curry",36
"811",811,811,811,"Golden State Warriors","3/24/17",2016,1,2,26,"shot_yes","Jump Shot","3PT Field Goal",26,"Sacramento Kings",55,262,"Stephen Curry",10
"812",812,812,812,"Golden State Warriors","3/24/17",2016,2,3,33,"shot_no","Jump Shot","3PT Field Goal",22,"Sacramento Kings",-228,11,"Stephen Curry",21
"813",813,813,813,"Golden State Warriors","3/24/17",2016,3,7,14,"shot_yes","Jump Shot","2PT Field Goal",22,"Sacramento Kings",184,124,"Stephen Curry",29
"814",814,814,814,"Golden State Warriors","3/24/17",2016,1,3,0,"shot_no","Jump Shot","3PT Field Goal",24,"Sacramento Kings",73,237,"Stephen Curry",9
"815",815,815,815,"Golden State Warriors","3/24/17",2016,2,2,58,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",155,208,"Stephen Curry",22
"816",816,816,816,"Golden State Warriors","3/24/17",2016,4,3,12,"shot_no","Jump Shot","3PT Field Goal",30,"Sacramento Kings",-187,244,"Stephen Curry",45
"817",817,817,817,"Golden State Warriors","3/24/17",2016,4,4,12,"shot_yes","Jump Shot","3PT Field Goal",26,"Sacramento Kings",-192,178,"Stephen Curry",44
"818",818,818,818,"Golden State Warriors","3/24/17",2016,2,2,33,"shot_yes","Jump Shot","2PT Field Goal",15,"Sacramento Kings",-110,105,"Stephen Curry",22
"819",819,819,819,"Golden State Warriors","3/24/17",2016,1,11,35,"shot_yes","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-184,174,"Stephen Curry",1
"820",820,820,820,"Golden State Warriors","3/31/17",2016,2,1,41,"shot_no","Jump Shot","2PT Field Goal",19,"Houston Rockets",-129,141,"Stephen Curry",23
"821",821,821,821,"Golden State Warriors","3/31/17",2016,1,2,17,"shot_no","Jump Shot","3PT Field Goal",26,"Houston Rockets",87,249,"Stephen Curry",10
"822",822,822,822,"Golden State Warriors","3/31/17",2016,2,4,39,"shot_no","Jump Shot","3PT Field Goal",26,"Houston Rockets",-214,149,"Stephen Curry",20
"823",823,823,823,"Golden State Warriors","3/31/17",2016,1,2,11,"shot_no","Jump Shot","2PT Field Goal",12,"Houston Rockets",51,116,"Stephen Curry",10
"824",824,824,824,"Golden State Warriors","3/31/17",2016,4,1,11,"shot_no","Jump Shot","3PT Field Goal",29,"Houston Rockets",76,282,"Stephen Curry",47
"825",825,825,825,"Golden State Warriors","3/31/17",2016,3,4,48,"shot_no","Jump Shot","3PT Field Goal",29,"Houston Rockets",-4,291,"Stephen Curry",32
"826",826,826,826,"Golden State Warriors","1/18/17",2016,3,2,18,"shot_no","Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-7,11,"Stephen Curry",34
"827",827,827,827,"Golden State Warriors","12/13/16",2016,3,3,51,"shot_no","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-20,8,"Stephen Curry",33
"828",828,828,828,"Golden State Warriors","3/18/17",2016,1,9,10,"shot_no","Layup Shot","2PT Field Goal",2,"Milwaukee Bucks",9,21,"Stephen Curry",3
"829",829,829,829,"Golden State Warriors","2/28/17",2016,4,0,41,"shot_yes","Layup Shot","2PT Field Goal",2,"Washington Wizards",-20,-6,"Stephen Curry",48
"830",830,830,830,"Golden State Warriors","12/13/16",2016,4,1,53,"shot_yes","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-24,7,"Stephen Curry",47
"831",831,831,831,"Golden State Warriors","11/3/16",2016,2,5,25,"shot_no","Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",17,21,"Stephen Curry",19
"832",832,832,832,"Golden State Warriors","11/19/16",2016,3,3,18,"shot_no","Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",-1,2,"Stephen Curry",33
"833",833,833,833,"Golden State Warriors","3/14/17",2016,1,7,44,"shot_no","Layup Shot","2PT Field Goal",2,"Philadelphia 76ers",17,18,"Stephen Curry",5
"834",834,834,834,"Golden State Warriors","12/28/16",2016,4,2,45,"shot_no","Layup Shot","2PT Field Goal",2,"Toronto Raptors",6,21,"Stephen Curry",46
"835",835,835,835,"Golden State Warriors","1/18/17",2016,2,2,52,"shot_no","Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-19,13,"Stephen Curry",22
"836",836,836,836,"Golden State Warriors","10/28/16",2016,4,4,41,"shot_no","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",19,7,"Stephen Curry",44
"837",837,837,837,"Golden State Warriors","3/28/17",2016,2,5,23,"shot_yes","Layup Shot","2PT Field Goal",1,"Houston Rockets",-16,-5,"Stephen Curry",19
"838",838,838,838,"Golden State Warriors","3/28/17",2016,3,8,49,"shot_no","Layup Shot","2PT Field Goal",0,"Houston Rockets",0,3,"Stephen Curry",28
"839",839,839,839,"Golden State Warriors","2/28/17",2016,3,7,29,"shot_yes","Layup Shot","2PT Field Goal",0,"Washington Wizards",0,-1,"Stephen Curry",29
"840",840,840,840,"Golden State Warriors","2/28/17",2016,4,6,21,"shot_no","Layup Shot","2PT Field Goal",2,"Washington Wizards",17,-15,"Stephen Curry",42
"841",841,841,841,"Golden State Warriors","11/7/16",2016,2,2,0,"shot_yes","Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",-1,11,"Stephen Curry",22
"842",842,842,842,"Golden State Warriors","12/13/16",2016,4,5,35,"shot_no","Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",-14,2,"Stephen Curry",43
"843",843,843,843,"Golden State Warriors","11/4/16",2016,3,11,28,"shot_no","Layup Shot","2PT Field Goal",2,"Los Angeles Lakers",-21,0,"Stephen Curry",25
"844",844,844,844,"Golden State Warriors","1/25/17",2016,2,0,1,"shot_no","Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-12,2,"Stephen Curry",24
"845",845,845,845,"Golden State Warriors","10/28/16",2016,4,5,26,"shot_no","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-20,8,"Stephen Curry",43
"846",846,846,846,"Golden State Warriors","3/5/17",2016,3,3,40,"shot_yes","Layup Shot","2PT Field Goal",1,"New York Knicks",19,-5,"Stephen Curry",33
"847",847,847,847,"Golden State Warriors","11/23/16",2016,3,9,36,"shot_yes","Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",9,16,"Stephen Curry",27
"848",848,848,848,"Golden State Warriors","1/18/17",2016,2,1,1,"shot_yes","Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-1,21,"Stephen Curry",23
"849",849,849,849,"Golden State Warriors","2/10/17",2016,4,6,54,"shot_no","Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",-14,7,"Stephen Curry",42
"850",850,850,850,"Golden State Warriors","12/17/16",2016,2,2,51,"shot_no","Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",9,16,"Stephen Curry",22
"851",851,851,851,"Golden State Warriors","12/10/16",2016,1,5,6,"shot_yes","Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",-14,-1,"Stephen Curry",7
"852",852,852,852,"Golden State Warriors","1/25/17",2016,4,2,33,"shot_no","Layup Shot","2PT Field Goal",2,"Charlotte Hornets",-1,23,"Stephen Curry",46
"853",853,853,853,"Golden State Warriors","3/5/17",2016,1,3,5,"shot_no","Layup Shot","2PT Field Goal",2,"New York Knicks",27,11,"Stephen Curry",9
"854",854,854,854,"Golden State Warriors","12/30/16",2016,3,8,54,"shot_no","Layup Shot","2PT Field Goal",2,"Dallas Mavericks",10,23,"Stephen Curry",28
"855",855,855,855,"Golden State Warriors","3/29/17",2016,2,2,2,"shot_no","Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-2,-11,"Stephen Curry",22
"856",856,856,856,"Golden State Warriors","11/10/16",2016,3,10,24,"shot_yes","Layup Shot","2PT Field Goal",1,"Denver Nuggets",-12,-6,"Stephen Curry",26
"857",857,857,857,"Golden State Warriors","11/19/16",2016,2,4,15,"shot_no","Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",-3,-6,"Stephen Curry",20
"858",858,858,858,"Golden State Warriors","11/1/16",2016,3,2,30,"shot_no","Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",17,2,"Stephen Curry",34
"859",859,859,859,"Golden State Warriors","2/1/17",2016,1,1,44,"shot_no","Layup Shot","2PT Field Goal",0,"Charlotte Hornets",4,7,"Stephen Curry",11
"860",860,860,860,"Golden State Warriors","11/4/16",2016,4,5,2,"shot_yes","Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",-10,3,"Stephen Curry",43
"861",861,861,861,"Golden State Warriors","4/4/17",2016,2,3,26,"shot_no","Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",9,26,"Stephen Curry",21
"862",862,862,862,"Golden State Warriors","1/8/17",2016,3,9,16,"shot_yes","Layup Shot","2PT Field Goal",1,"Sacramento Kings",15,11,"Stephen Curry",27
"863",863,863,863,"Golden State Warriors","3/29/17",2016,3,2,13,"shot_no","Layup Shot","2PT Field Goal",2,"San Antonio Spurs",28,-5,"Stephen Curry",34
"864",864,864,864,"Golden State Warriors","2/25/17",2016,1,0,8,"shot_no","Layup Shot","2PT Field Goal",0,"Brooklyn Nets",-2,7,"Stephen Curry",12
"865",865,865,865,"Golden State Warriors","2/28/17",2016,4,5,55,"shot_no","Layup Shot","2PT Field Goal",1,"Washington Wizards",-19,2,"Stephen Curry",43
"866",866,866,866,"Golden State Warriors","3/5/17",2016,4,6,5,"shot_no","Layup Shot","2PT Field Goal",2,"New York Knicks",-20,-11,"Stephen Curry",42
"867",867,867,867,"Golden State Warriors","2/15/17",2016,3,9,47,"shot_no","Layup Shot","2PT Field Goal",1,"Sacramento Kings",-11,8,"Stephen Curry",27
"868",868,868,868,"Golden State Warriors","10/25/16",2016,3,4,34,"shot_no","Layup Shot","2PT Field Goal",0,"San Antonio Spurs",-2,7,"Stephen Curry",32
"869",869,869,869,"Golden State Warriors","2/23/17",2016,1,4,59,"shot_no","Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",4,16,"Stephen Curry",8
"870",870,870,870,"Golden State Warriors","12/13/16",2016,3,1,36,"shot_no","Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",15,7,"Stephen Curry",35
"871",871,871,871,"Golden State Warriors","11/10/16",2016,1,6,48,"shot_yes","Layup Shot","2PT Field Goal",2,"Denver Nuggets",25,7,"Stephen Curry",6
"872",872,872,872,"Golden State Warriors","3/5/17",2016,2,4,13,"shot_no","Layup Shot","2PT Field Goal",1,"New York Knicks",19,-1,"Stephen Curry",20
"873",873,873,873,"Golden State Warriors","11/18/16",2016,1,7,35,"shot_no","Layup Shot","2PT Field Goal",1,"Boston Celtics",1,16,"Stephen Curry",5
"874",874,874,874,"Golden State Warriors","2/15/17",2016,1,2,3,"shot_no","Layup Shot","2PT Field Goal",2,"Sacramento Kings",-14,21,"Stephen Curry",10
"875",875,875,875,"Golden State Warriors","12/28/16",2016,4,5,44,"shot_no","Layup Shot","2PT Field Goal",2,"Toronto Raptors",-19,18,"Stephen Curry",43
"876",876,876,876,"Golden State Warriors","3/16/17",2016,1,4,26,"shot_yes","Layup Shot","2PT Field Goal",1,"Orlando Magic",-12,2,"Stephen Curry",8
"877",877,877,877,"Golden State Warriors","2/27/17",2016,3,10,26,"shot_yes","Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-6,16,"Stephen Curry",26
"878",878,878,878,"Golden State Warriors","3/31/17",2016,1,3,43,"shot_no","Layup Shot","2PT Field Goal",1,"Houston Rockets",2,18,"Stephen Curry",9
"879",879,879,879,"Golden State Warriors","2/25/17",2016,3,2,32,"shot_no","Layup Shot","2PT Field Goal",2,"Brooklyn Nets",22,18,"Stephen Curry",34
"880",880,880,880,"Golden State Warriors","3/5/17",2016,1,6,33,"shot_no","Layup Shot","2PT Field Goal",2,"New York Knicks",19,7,"Stephen Curry",6
"881",881,881,881,"Golden State Warriors","12/20/16",2016,3,3,42,"shot_no","Layup Shot","2PT Field Goal",0,"Utah Jazz",-7,7,"Stephen Curry",33
"882",882,882,882,"Golden State Warriors","12/1/16",2016,3,6,21,"shot_no","Layup Shot","2PT Field Goal",2,"Houston Rockets",0,21,"Stephen Curry",30
"883",883,883,883,"Golden State Warriors","10/28/16",2016,1,9,41,"shot_no","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-22,16,"Stephen Curry",3
"884",884,884,884,"Golden State Warriors","12/13/16",2016,2,0,28,"shot_yes","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",24,7,"Stephen Curry",24
"885",885,885,885,"Golden State Warriors","1/18/17",2016,2,3,51,"shot_no","Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",4,-5,"Stephen Curry",21
"886",886,886,886,"Golden State Warriors","1/2/17",2016,3,0,59,"shot_yes","Pullup Bank shot","2PT Field Goal",15,"Denver Nuggets",4,156,"Stephen Curry",36
"887",887,887,887,"Golden State Warriors","2/2/17",2016,3,0,56,"shot_yes","Pullup Jump shot","2PT Field Goal",12,"Los Angeles Clippers",60,110,"Stephen Curry",36
"888",888,888,888,"Golden State Warriors","3/14/17",2016,1,10,35,"shot_yes","Pullup Jump shot","2PT Field Goal",14,"Philadelphia 76ers",102,100,"Stephen Curry",2
"889",889,889,889,"Golden State Warriors","12/17/16",2016,3,7,41,"shot_yes","Pullup Jump shot","3PT Field Goal",31,"Portland Trail Blazers",132,282,"Stephen Curry",29
"890",890,890,890,"Golden State Warriors","3/24/17",2016,2,0,29,"shot_no","Pullup Jump shot","3PT Field Goal",30,"Sacramento Kings",-9,301,"Stephen Curry",24
"891",891,891,891,"Golden State Warriors","3/2/17",2016,4,7,11,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Chicago Bulls",-6,267,"Stephen Curry",41
"892",892,892,892,"Golden State Warriors","12/15/16",2016,4,5,27,"shot_no","Pullup Jump shot","3PT Field Goal",26,"New York Knicks",-155,218,"Stephen Curry",43
"893",893,893,893,"Golden State Warriors","3/29/17",2016,1,9,9,"shot_no","Pullup Jump shot","2PT Field Goal",21,"San Antonio Spurs",-97,190,"Stephen Curry",3
"894",894,894,894,"Golden State Warriors","12/25/16",2016,3,6,54,"shot_no","Pullup Jump shot","2PT Field Goal",15,"Cleveland Cavaliers",-102,121,"Stephen Curry",30
"895",895,895,895,"Golden State Warriors","3/6/17",2016,1,4,14,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Atlanta Hawks",64,252,"Stephen Curry",8
"896",896,896,896,"Golden State Warriors","12/17/16",2016,3,0,0,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Portland Trail Blazers",-142,239,"Stephen Curry",36
"897",897,897,897,"Golden State Warriors","3/6/17",2016,3,1,46,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",-71,242,"Stephen Curry",35
"898",898,898,898,"Golden State Warriors","3/6/17",2016,3,5,59,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",45,247,"Stephen Curry",31
"899",899,899,899,"Golden State Warriors","11/9/16",2016,4,9,12,"shot_yes","Pullup Jump shot","3PT Field Goal",32,"Dallas Mavericks",127,301,"Stephen Curry",39
"900",900,900,900,"Golden State Warriors","3/2/17",2016,2,0,0,"shot_no","Pullup Jump shot","3PT Field Goal",39,"Chicago Bulls",166,355,"Stephen Curry",24
"901",901,901,901,"Golden State Warriors","2/4/17",2016,1,9,24,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Sacramento Kings",-19,257,"Stephen Curry",3
"902",902,902,902,"Golden State Warriors","11/28/16",2016,2,4,37,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Atlanta Hawks",205,169,"Stephen Curry",20
"903",903,903,903,"Golden State Warriors","3/6/17",2016,1,7,26,"shot_no","Pullup Jump shot","2PT Field Goal",21,"Atlanta Hawks",197,85,"Stephen Curry",5
"904",904,904,904,"Golden State Warriors","12/17/16",2016,3,7,11,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Portland Trail Blazers",161,210,"Stephen Curry",29
"905",905,905,905,"Golden State Warriors","1/16/17",2016,2,0,1,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Cleveland Cavaliers",117,244,"Stephen Curry",24
"906",906,906,906,"Golden State Warriors","1/16/17",2016,1,0,12,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Cleveland Cavaliers",6,262,"Stephen Curry",12
"907",907,907,907,"Golden State Warriors","12/15/16",2016,2,10,26,"shot_no","Pullup Jump shot","2PT Field Goal",18,"New York Knicks",-97,154,"Stephen Curry",14
"908",908,908,908,"Golden State Warriors","11/13/16",2016,3,1,44,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Phoenix Suns",15,272,"Stephen Curry",35
"909",909,909,909,"Golden State Warriors","3/2/17",2016,2,2,8,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Chicago Bulls",73,237,"Stephen Curry",22
